"Name of the file, complete with extension (e.g, .docx, .pdf, .jpg)",This should be a unique ID that allows a user to reimport the same spreadsheet and update the corresponding resources instead of creating a new resource. This guards against changes to titles and filenames.,The slug is the last part of the URL that identifies a specific page (or element) on a Manifold instance. For example: https://{instance-domain}/project/{project-slug}/resource/{resource-slug},Select Media Type,"For use with the Video kind only: this distinguishes between local and remote videos. If you intend to serve your video from a source external to Manifold, select external_video.",Select in which format the media will appear,"If the media is to appear in print, should it appear in color?","This field describes order and placement for Figures set to appear in the final text. As such, this is a plastic field that can be adjusted as those details come into focus.","Name of the museum, archive, agency, publication, or individual that provided the original.",Person or entity credited with creation of the media (as opposed to the creator of the file).,Select where this media falls in the copyright spectrum.,"Name of the institution, agency, or individual granting authority to reproduce the material; may be same as source or creator.","Copyright or licensing info (e.g., ""Copyright © J. Doe, 2018"" or  ""CC-BY 3.0"").","Select which steps you have taken in securing permission, if needed",The official language the rights grantor has requested to be associated with the resource.,The geopgraphic scope the permission extends through.,Describe any restrictions the grantor has placed on use of the material. Generally we WORLD rights WITHOUT TERM limits for BOTH PRINT and ELECTRONIC formats (as applicable) are required.,The name of the media as designated by the creator or the name by which it is popularly known.,"This is the scholarly information or context that answers of the media, What does this mean? or What is of interest about this? This would mirror what would appear below the media if it were to appear in print.",This is an opportunity to translate the visual to the textual—a means to re-create the media in the mind's eye by way of a written description. What are the important elements of what is shown in the media?,"Consider what the page or screen looks or sounds like if the media were absent. Avoiding redundancy with a caption (if present), briefly describe what a replacement for the media would be. Limit: 150 characters (including spaces).","Tags relate media to one another. Please tag your media as appropriate, separating terms using a semicolon.","If you want media to be grouped by theme or topic, this cell allows you to associate/create a collection name that can be associated with any other media that should be part of that collection. If media should be part of more than one collection, separate the names with a comma (e.g., Exploration, NASA).",International Standard Book Number,International Standard Serial Number,Digital Object Identifier,This is the name of the publisher from which you are sourcing the material included here.,This can include both city and state/province or city alone.,"When warranted, the name of the resource's original publisher, instead of the name of the one where it is presently being sourced from, can be included here.",If known and appropriate the original place of publication can be documented here.,"When the resource is being copted from a larger whole, the larger whole can be thought of as a container that holds the resource. For example, an essay may be contained in an edited collection. The essay is the resource, and the edited collection is the container. If the resource is a journal article, the journal title would appear here.","If the resource you are including here has a version number associated with it, that number can be included here.","If the container is part of a series, the name associated with the series would appear here.","If the container is part of a series, the number associated with its place in the series would appear here.","This field can be either number based (e.g., 2nd) or discursive (e.g., Revised)","For serial materials, any associated issue number can be included here.","For serial materials, any associated volume number can be included here.","For resources that were originally published under another name or published in a language the target audience is unlikely to be well versed in, the original title can appear here.","If your media is being embedded from another host, please select from the available services here.",Does the permission we have allow downloads of high-res version of the media?,"This field describes the file id associated on the host platform with streamable media in question, usually a distinct set of numbers (or letters) within the URL.","Provide the shareable web address of the media to be embedded, used for Link or iFrame resources.","For iFrame resources, if the embed has a minimum width requirement, describe it here in units of pixels.","For iFrame resources, if the embed has a minimum height requirement, describe it here in units of pixels.","If there is a corresponding hi-res version of the media file, include its filename here, complete with extension.","If your resource was prepared for different environments (e.g., Mac and PC), note here the filename of the alterate you prepared, complete with extension.","If your resource was prepared for different environments (e.g., Mac and PC), note here the filename of the alterate you prepared, complete with extension.","For Image, Video, PDF, and Interactive resources, include here the filename of the image file that will serve as the thunmail for this resource. Be sure to include the file extension with the name.","For Interactive Resources, include here the filename of the image that will serve as the poster for this image when it showcases in a slideshow. Be sure to include thefile extension with the name.","Include ""skip"" followed by a semicolon to indicate that this resource should not be importated or updated."
Filename,Fingerprint,Slug,Kind,Sub Kind,Print Intention,Print Color Solution,Figure Number,Source,Creator,Copyright Status,Copyright Holder,Rights,Permission Status,Credit Line,Territory,Restrictions,Title,Caption,Description,Alt-Text,Tag List,Collection,ISBN,ISSN,DOI,Publisher,Publisher Place,Original Publisher,Original Publisher Place,Container,Version,Series Title,Series Number,Edition,Issue,Volume,Original Title,Host Name,Allow Download,Video ID,URL,Minimum Width,Minimum Height,High Res,File Variant Format 1 ,File Variant Format 2,Thumbnail,Poster,Special Instructions
barracks-sign.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Mt. Vernon Arsenal and Barracks Site,,,Historical marker at site of former Mt. Vernon Arsenal and Barracks,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
bus-stop.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Bus Stop near Searcy Hospital,,"Outside the main gates a faded old bus stop sits shaded by a huge magnolia. Neatly clipped vines cover the green steel structure, as though someone is taking care of it and I think about the people who sat here—workers after a long shift, sad relatives who made the long trek for love and support. I imagine patients waiting for a rare trip into town, although I think that probably never happened.",Bench under roof surrounded by trees,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
fountain-long-shot.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Fountain outside Searcy Hospital,,"The bugs are eating me alive and there's no way to see more, so I pick my way through the long grass and clipped hedges to look at the chipped and empty stone fountain near the welcome sign. ",Ring of bricks on ground under large tree,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnolia.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Magnolias at Searcy Hospital,,,Glimpses of white Searcy Hospital structures through magnolia leaves,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
plaque.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Plaque at Searcy Hospital,,"The gate is framed by classic white stone plinths, cracked and chipped, embedded with a bronze placard that reads “Searcy Hospital.” They look more like grave markers than welcome gates.","Bronze plaque embedded in cracked white wall reads ""Searcy Hospital""","Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
superintendents-house.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Superintendant's House at Searcy Hospital,,"Inside, along ""Superintendents Drive,"" is the big white house where they all lived, those superintendents, with Christmas decorations still draped over the door. The windows are covered from the inside with curtains, as though someone just stepped out for errands and then never came back. Not since 2012 anyway.",Large two-story white house to left of drive that ends with another white building,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
trespass.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Sign at Searcy Hospital,,"Beside the entrance a No Trespassing sign warns of surveillance. I am being monitored, but no one comes.",Large red and white No Trespassing sign under tree,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
wards3.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Searcy Hospital Wards,,"At the end of the clay and gravel drive, cracked and warped, I can see the original admissions unit, the same white building I've seen in photos from 1902, and next to that the big red-brick multistory wards that came later. The cupola perched atop the wards, just a small one, is a mini replica of the one at Bryce, the ""whites only"" hospital in Tuscaloosa, as though all these kinds of places were somehow made better when graced by a useless wrought-iron structure. ",Large red brick building with white accents to left of drive. White building stands at end of drive.,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
welcome-sign.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Searcy Hospital Entrance,,"Approaching the town of Mount Vernon there's a faded welcome sign, a crumbling rusted Chevron gas station. On the corner of the turn off to the asylum, the blonde-brick Mobile County Health Department stands deserted, a rusting sign and no cars in the lot. The asylum is just up the road, immediately visible on the left as the road rises and drops away again. ""Welcome to Searcy Hospital"" is etched into a fading and flaking wooden sign but there is no welcome, just the buzz of insects and the crunch of oyster shell gravel underfoot.","Yellow lettering on brown wooden sign with white posts reads ""Welcome to Searcy Hospital."" Round seal features a trident under the word ""Alabama.""","Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
wirefence.jpg,,,Image,,,,,,Kylie Smith,In Copyright,Kylie Smith,,Not Required,Photo by Kylie Smith,,,Fence at Searcy Hospital,,"On the other side of the fence is a tiny gatehouse, unoccupied save for a fresh can of bug spray. Bugs swirl up from the overgrown grass, and I slap them away. The gate is padlocked—I squeeze my phone through the black link fence to take photos. 

No one comes.",Close-up of black chain link fence with hazy structures and trees in background,"Mt. Vernon, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,,,,
